MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MoSold,SaleType,SaleCondition,SalePrice,area_cluster,area_rooms
20,3,60.0,7332,1,3,3,0,4,0,12,2,2,0,2,6,6,1959,1959,1,0,14,15,1,207.0,3,4,1,3,3,3,1,414,5,0,450,1,0,1,4,864,0,0,864,1,1,0,2,1,2,4,5,0,5,1,2,288,4,4,2,168,0,0,0,0,0,4,10,8,0,120000,4,4320
60,3,83.0,13159,1,0,1,0,0,0,23,2,2,0,5,7,5,2009,2009,1,0,12,13,2,0.0,3,4,2,0,3,0,5,0,5,0,846,1,2,1,4,846,846,0,1692,0,2,1,3,1,2,6,5,0,5,1,1,650,4,4,2,208,114,0,0,0,0,4,7,6,5,224500,0,15228
80,3,76.0,9967,1,0,3,0,4,0,8,2,2,0,7,7,5,2000,2000,1,0,12,13,2,0.0,3,4,2,2,3,3,5,0,5,0,384,1,0,1,4,774,656,0,1430,0,2,1,3,1,3,8,5,1,4,3,1,400,4,4,2,100,0,0,0,0,0,4,12,8,4,170000,2,15730
80,3,70.0,10500,1,3,3,0,2,0,12,2,2,0,7,5,7,1971,2005,2,0,8,1,1,82.0,3,4,1,3,3,0,0,349,5,0,23,1,4,1,4,576,533,0,1109,0,1,0,3,1,3,5,5,0,5,3,2,288,4,4,2,35,0,0,0,0,0,1,12,8,4,139000,1,6654
50,3,80.0,8480,1,3,3,0,4,0,12,2,2,0,0,5,5,1947,1950,1,0,8,8,2,0.0,3,4,1,3,3,3,4,442,5,0,390,1,4,1,4,832,384,0,1216,0,1,0,2,1,3,6,5,0,5,5,2,336,4,4,2,158,0,102,0,0,0,4,10,0,0,118500,1,8512
50,3,52.0,6292,1,3,3,0,4,0,18,2,2,0,0,7,7,1928,1950,1,0,13,14,2,0.0,3,4,0,3,3,3,5,0,5,0,861,1,2,1,4,877,600,0,1477,0,2,0,3,1,3,6,5,1,2,5,2,216,4,4,2,0,50,0,0,0,0,4,8,8,4,145000,2,11816
80,3,96.0,11777,1,0,3,0,4,0,19,2,2,0,7,5,6,1966,1966,1,0,12,13,1,97.0,3,4,1,3,3,0,3,328,0,551,285,1,0,1,4,1320,0,0,1320,1,1,0,3,1,3,6,5,2,1,1,1,564,4,4,2,160,68,240,0,0,0,4,5,8,0,164500,2,9240
160,1,34.0,3604,1,3,3,0,0,0,21,2,2,4,5,7,5,2007,2007,1,0,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,689,1,0,1,4,703,689,0,1392,0,2,0,2,1,2,5,5,0,5,5,2,540,4,4,2,0,102,0,0,0,0,4,2,8,0,146000,2,9744
50,4,81.0,12150,1,3,3,0,4,0,17,2,2,0,0,5,5,1954,1954,1,0,8,8,1,335.0,3,4,0,3,3,3,5,0,5,0,1050,1,0,0,1,1050,745,0,1795,0,2,0,4,1,3,7,5,0,5,1,2,352,1,4,2,0,0,0,0,0,0,4,11,8,4,131500,0,16155
20,3,68.42606284658041,14585,1,0,3,0,1,0,12,2,2,0,2,6,6,1960,1987,1,0,13,14,1,85.0,3,4,1,3,3,3,1,594,4,219,331,1,0,1,4,1429,0,0,1429,0,1,0,3,1,2,7,5,2,2,1,2,572,4,4,2,216,110,0,0,0,0,4,6,8,4,181900,2,11432
90,3,81.0,11841,0,3,3,0,4,0,7,2,2,2,6,6,5,1990,1990,1,0,6,6,1,104.0,3,2,1,2,3,0,2,816,5,0,0,1,4,1,4,816,0,0,816,1,1,0,3,1,3,5,5,0,5,6,3,0,5,5,2,0,32,0,0,0,0,4,5,8,4,118500,4,4896
50,4,51.0,6120,1,3,3,0,4,0,3,2,2,0,0,4,7,1935,1995,1,0,0,0,2,0.0,3,4,0,3,3,3,5,0,5,0,884,1,0,1,4,989,584,0,1573,0,1,0,3,1,2,6,5,0,5,5,2,240,4,4,2,0,0,54,0,120,0,4,7,8,4,133000,2,11011
20,3,88.0,11443,1,3,3,0,4,0,23,2,2,0,2,8,5,2005,2006,3,0,12,13,1,208.0,2,4,2,0,3,1,2,1460,5,0,408,1,0,1,4,2028,0,0,2028,1,2,0,2,1,2,7,5,2,2,1,1,880,4,4,2,326,66,0,0,0,0,4,3,6,5,369900,0,18252
30,3,55.0,10267,1,3,3,0,4,0,3,6,2,0,2,6,7,1918,2000,1,0,11,15,2,0.0,3,2,0,3,1,2,4,210,0,606,0,1,0,1,4,838,0,0,838,1,1,0,2,1,1,5,5,0,5,5,0,275,4,4,0,0,0,112,0,0,0,3,5,8,4,130000,4,5028
85,3,74.0,8740,1,0,3,0,4,0,19,2,2,0,6,5,6,1982,1982,3,0,6,6,2,0.0,3,4,1,3,3,0,0,672,5,0,168,1,4,1,4,860,0,0,860,1,1,0,2,1,3,4,5,0,5,5,2,528,4,4,2,0,0,0,0,0,0,4,7,8,4,137000,4,4300
20,3,65.0,25095,1,0,2,0,4,2,4,2,2,0,2,5,8,1968,2003,0,3,13,14,2,0.0,3,4,1,3,3,1,2,1324,5,0,113,1,0,1,4,1473,0,0,1473,2,1,0,1,1,0,5,5,2,2,1,2,452,4,4,2,0,48,0,0,60,0,4,6,8,5,143000,2,8838
40,4,50.0,9100,1,3,3,0,4,0,3,6,1,0,2,5,6,1930,1960,1,0,12,13,2,0.0,3,4,0,3,3,3,5,0,5,0,742,1,4,1,0,779,0,156,935,0,1,0,2,1,3,4,5,0,5,5,2,308,4,4,1,0,0,0,0,0,0,4,8,8,4,79500,4,4675
60,3,64.0,8320,1,3,3,0,4,0,5,2,2,0,5,7,5,2004,2004,1,0,12,13,2,0.0,2,4,2,2,3,3,2,490,5,0,280,1,0,1,4,770,812,0,1582,0,2,1,3,1,2,6,5,0,5,1,1,520,4,4,2,0,45,0,0,0,0,4,9,8,4,185900,2,14238
20,3,60.0,6600,1,3,3,0,4,0,11,2,2,0,2,5,8,1982,2003,1,0,6,6,2,0.0,3,2,2,3,1,3,2,816,5,0,0,1,0,1,4,816,0,0,816,1,1,0,2,1,3,4,5,0,5,5,0,816,4,4,2,0,0,0,0,0,0,4,6,8,4,138000,4,4080
120,4,68.42606284658041,4435,1,3,3,0,4,0,5,2,2,4,2,6,5,2003,2003,1,0,12,13,1,170.0,2,4,2,2,3,0,2,685,5,0,163,1,0,1,4,848,0,0,848,1,1,0,1,1,2,4,5,0,5,1,0,420,4,4,2,140,0,0,0,0,0,4,5,8,4,140000,4,4240
20,3,88.0,7990,1,0,3,0,4,0,5,2,2,0,2,5,6,1975,1975,3,0,6,6,2,0.0,3,4,1,2,3,3,5,0,5,0,924,1,4,1,4,924,0,0,924,0,1,0,3,1,3,5,5,0,5,5,2,280,4,4,2,0,0,0,0,0,0,2,4,8,4,110000,4,5544
20,3,69.0,11302,1,0,3,0,4,0,22,2,2,0,2,8,5,2005,2006,1,0,12,9,1,238.0,2,4,2,2,3,1,2,1422,5,0,392,1,0,1,4,1826,0,0,1826,1,2,0,3,1,2,7,5,1,4,1,0,758,4,4,2,180,75,0,0,120,0,4,8,6,5,319000,0,16434
70,4,60.0,3600,1,3,3,0,4,0,17,2,2,0,5,6,7,1910,1993,1,0,12,13,2,0.0,3,4,1,3,3,3,5,0,5,0,684,1,0,0,0,684,684,0,1368,0,1,0,3,1,3,7,5,0,5,5,2,216,4,1,0,0,158,0,0,0,0,4,10,8,4,114504,2,10944
120,3,53.0,3922,1,3,3,0,4,0,0,2,2,4,2,7,5,2006,2007,1,0,12,13,1,72.0,2,4,2,0,3,0,5,0,5,0,1258,1,0,1,4,1402,0,0,1402,0,0,2,2,1,2,7,5,1,2,1,0,648,4,4,2,120,16,0,0,0,0,4,2,6,5,194201,2,12618
20,3,80.0,12984,1,3,0,0,4,0,6,2,2,0,2,5,6,1977,1977,1,0,9,10,1,459.0,3,4,1,2,3,2,0,1283,3,147,0,1,0,1,4,1647,0,0,1647,1,2,0,3,1,2,7,5,1,4,1,0,621,4,4,2,0,0,0,0,0,0,4,3,8,4,217500,0,14823
160,4,24.0,1950,1,3,3,0,4,0,1,2,2,3,5,6,6,1980,1980,1,0,8,8,2,0.0,3,2,1,2,3,3,3,81,2,612,23,1,4,1,4,716,840,0,1556,1,2,1,3,1,3,6,5,1,4,1,0,452,4,4,2,161,0,0,0,0,0,0,7,0,4,151000,2,14004
60,3,74.0,10927,1,3,3,0,4,0,16,2,2,0,5,8,5,2005,2005,1,0,12,13,1,280.0,2,4,2,2,3,0,2,546,5,0,512,1,0,1,4,1058,846,0,1904,1,2,1,3,1,0,8,5,1,2,3,0,736,4,4,2,179,60,0,0,0,0,4,6,8,4,275000,0,20944
50,4,50.0,9000,1,3,0,0,4,0,9,2,2,0,0,6,6,1937,1950,1,0,13,14,2,0.0,3,2,2,3,3,3,5,0,5,0,780,1,4,1,4,780,595,0,1375,0,1,1,3,1,2,6,5,1,2,5,2,544,4,4,1,0,162,0,0,126,0,4,12,8,4,141000,2,11000
60,3,80.0,10041,1,0,3,0,4,0,20,2,2,0,5,8,5,1992,1992,1,0,6,6,2,0.0,2,4,2,2,3,2,2,789,5,0,119,1,0,1,4,927,988,0,1915,1,2,1,3,1,2,8,5,1,4,1,0,506,4,4,2,120,150,0,0,0,0,4,2,8,0,220000,0,21065
160,1,30.0,3182,1,3,3,0,4,0,21,2,2,4,5,7,5,2004,2005,1,0,8,8,2,0.0,2,4,2,2,3,3,5,0,5,0,600,1,0,1,4,600,600,0,1200,0,2,1,2,1,2,4,5,0,5,5,1,480,4,4,2,0,172,0,0,0,0,4,6,8,4,151000,1,8400
20,3,88.0,12803,1,0,3,0,4,0,5,2,2,0,2,7,5,2002,2002,1,0,12,13,1,99.0,2,4,2,2,3,2,2,922,5,0,572,1,0,1,4,1494,0,0,1494,1,2,0,3,1,2,6,5,1,4,1,1,530,4,4,2,192,36,0,0,0,0,4,9,8,4,221000,2,11952
60,3,85.0,13600,1,3,3,0,4,0,12,2,2,0,5,7,6,1965,1990,1,0,6,6,1,176.0,3,4,1,3,3,3,1,454,5,0,314,1,4,1,4,1186,800,0,1986,0,2,1,3,1,3,7,5,3,1,1,2,486,4,4,2,0,42,0,0,189,0,4,10,8,4,205000,0,19860
20,3,82.0,12464,1,1,2,0,0,1,5,2,2,0,2,5,5,1996,1996,1,0,12,13,2,0.0,3,2,2,2,3,3,2,732,5,0,308,1,2,1,4,1040,0,0,1040,1,1,0,3,1,2,6,5,0,5,5,2,576,4,4,2,168,0,0,0,0,0,0,11,8,4,152000,1,7280
20,3,78.0,7800,1,3,0,0,4,1,7,2,2,0,5,5,8,1948,2002,1,0,8,8,2,0.0,3,2,1,3,1,3,2,603,5,0,293,1,0,1,4,1112,896,0,2008,1,3,0,3,1,0,8,5,0,5,1,2,230,4,4,2,103,0,0,0,0,0,4,8,8,4,225000,0,22088
20,3,61.0,7943,1,3,3,0,4,0,19,1,2,0,2,4,5,1961,1961,1,0,12,13,0,192.0,3,1,1,3,3,2,4,903,5,0,126,1,2,1,4,1029,0,0,1029,1,1,0,3,1,3,5,5,0,5,1,2,261,4,4,2,64,0,39,0,0,0,4,4,8,4,118500,1,6174
60,3,68.42606284658041,11050,1,3,3,0,4,0,5,4,2,0,5,9,5,2000,2000,3,0,12,13,1,204.0,2,4,2,0,3,2,2,904,5,0,536,1,0,1,4,1476,677,0,2153,1,2,1,3,1,0,8,5,2,0,1,0,736,4,4,2,253,142,0,0,0,0,4,5,8,4,313000,3,23683
80,3,68.42606284658041,10395,1,0,3,0,2,0,14,2,2,0,7,6,6,1978,1978,1,0,6,6,1,233.0,3,4,1,2,3,0,0,605,5,0,427,1,4,1,4,1032,0,0,1032,0,2,0,3,1,3,6,5,1,4,1,2,564,4,4,2,0,0,0,0,0,0,2,7,8,4,148000,1,8256
60,3,68.42606284658041,11885,1,3,3,0,4,0,5,2,2,0,5,8,5,2001,2001,1,0,12,13,1,108.0,2,4,2,2,3,0,2,990,5,0,309,1,0,1,4,1299,573,0,1872,1,2,1,3,1,0,7,5,1,4,3,1,531,4,4,2,160,122,0,0,0,0,4,11,8,4,261500,0,18720
20,3,70.0,8402,1,3,3,0,4,0,11,1,2,0,2,5,5,2007,2007,1,0,12,13,2,0.0,3,4,2,2,3,3,0,206,5,0,914,1,0,1,4,1120,0,0,1120,0,1,0,3,1,3,6,5,0,5,6,3,0,5,5,2,0,30,0,0,0,0,4,12,6,5,147000,1,7840
180,4,21.0,1491,1,3,3,0,4,0,10,2,2,4,6,4,6,1972,1972,1,0,5,5,2,0.0,3,4,1,2,3,0,3,150,2,480,0,1,0,1,4,630,0,0,630,1,1,0,1,1,3,3,5,0,5,6,3,0,5,5,2,96,24,0,0,0,0,4,5,8,4,75500,4,2520
85,3,80.0,8800,1,3,3,0,4,0,12,1,2,0,6,6,7,1963,1963,1,0,8,8,1,156.0,3,2,2,3,3,1,2,763,5,0,173,1,0,1,4,1054,0,0,1054,1,1,0,3,1,2,6,5,0,5,1,1,480,4,4,2,120,0,0,0,0,0,2,5,8,0,137500,1,7378
60,3,68.42606284658041,7861,1,0,3,0,4,0,8,2,2,0,5,6,5,2002,2003,1,0,12,13,2,0.0,2,4,2,2,3,3,2,457,5,0,326,1,0,1,4,807,702,0,1509,1,2,1,3,1,2,7,5,1,2,1,0,393,4,4,2,100,75,0,0,0,0,4,6,8,4,183200,2,15090
45,3,59.0,7227,1,3,1,0,0,1,12,0,2,0,1,6,6,1954,1954,1,0,8,8,2,0.0,3,4,1,3,3,3,5,0,5,0,832,1,2,1,4,832,0,0,832,0,1,0,2,1,2,4,5,0,5,5,2,528,4,4,2,0,0,0,0,0,0,4,6,8,4,105500,4,4160
20,3,90.0,11694,1,3,3,0,4,0,16,2,2,0,2,9,5,2007,2007,3,0,5,5,1,452.0,0,4,2,0,3,0,2,48,5,0,1774,1,0,1,4,1828,0,0,1828,0,2,0,3,1,2,9,5,1,2,1,2,774,4,4,2,0,108,0,0,260,0,4,7,6,5,314813,0,20108
60,3,85.0,12244,1,3,3,0,4,0,23,2,2,0,5,8,5,2003,2003,3,0,12,13,3,226.0,2,4,2,2,3,1,2,871,5,0,611,1,0,1,4,1482,780,0,2262,1,2,1,4,1,2,10,5,2,2,1,0,749,4,4,2,168,0,0,0,0,0,4,8,8,4,305000,3,29406
30,3,45.0,8248,1,3,3,0,4,0,7,2,2,0,2,3,3,1914,1950,1,0,11,12,2,0.0,3,4,0,3,3,3,1,41,5,0,823,1,4,0,1,864,0,0,864,1,1,0,2,1,3,5,5,0,5,6,3,0,5,5,0,0,0,100,0,0,0,4,9,8,4,67000,4,5184
60,3,90.0,10800,1,3,3,0,4,0,14,2,2,0,5,6,7,1974,1997,1,0,6,6,2,0.0,3,4,1,3,3,3,0,956,4,182,384,1,4,1,4,1548,1066,0,2614,0,2,1,4,1,3,9,5,1,4,1,1,624,4,4,2,38,243,0,0,0,0,4,6,8,4,240000,3,31368
20,3,71.0,7064,1,3,3,0,4,0,19,2,2,0,2,5,6,1977,1977,1,0,9,10,1,153.0,3,4,1,3,3,3,1,560,5,0,420,1,4,1,4,980,0,0,980,0,1,0,3,1,3,6,5,0,5,5,2,484,4,4,2,192,0,0,0,0,0,4,7,8,4,135000,4,6860
160,1,68.42606284658041,2117,1,3,3,0,4,0,21,2,2,4,5,6,5,2000,2000,1,0,8,8,1,513.0,2,4,2,2,3,3,2,420,5,0,336,1,0,1,4,756,756,0,1512,0,2,1,2,1,2,4,5,1,4,5,2,440,4,4,2,0,32,0,0,0,0,4,6,8,4,168500,2,10584
60,3,80.0,10400,1,3,3,0,4,0,14,2,2,0,5,6,5,1972,1972,1,0,12,13,2,288.0,3,4,1,3,3,3,4,247,5,0,485,1,2,1,4,1012,778,0,1790,1,1,2,4,1,3,8,3,1,4,1,1,484,4,4,2,148,0,0,0,147,0,4,11,8,4,165150,0,19690
20,3,87.0,10000,1,0,3,0,0,0,12,2,2,0,2,6,6,1962,1962,3,0,13,14,1,261.0,3,4,1,3,3,3,5,0,5,0,1116,1,4,1,4,1116,0,0,1116,0,1,1,3,1,3,5,5,0,5,1,2,440,4,4,2,0,0,0,0,385,0,4,2,8,4,160000,1,7812
20,3,68.42606284658041,12342,1,0,3,0,4,0,12,2,2,0,2,5,5,1960,1978,3,0,13,14,2,0.0,3,4,1,3,3,3,5,0,5,0,978,1,4,1,4,1422,0,0,1422,0,1,0,3,1,3,6,2,1,4,1,1,286,4,4,2,0,0,36,0,0,0,1,8,8,4,139900,2,9954
80,3,80.0,9600,1,3,3,0,4,0,12,2,2,0,7,6,6,1955,1972,1,0,0,0,1,164.0,3,4,1,3,3,0,1,674,3,132,350,1,0,1,4,1520,0,0,1520,1,1,0,3,1,3,7,5,2,2,2,1,364,4,4,2,0,0,189,0,0,0,4,3,8,4,153000,2,12160
60,3,70.0,11606,1,0,1,0,4,2,12,2,2,0,5,5,5,1969,1969,1,0,9,10,1,192.0,3,4,2,2,3,0,4,650,5,0,390,1,4,1,4,1040,1040,0,2080,0,1,2,5,1,1,9,5,2,4,1,2,504,4,4,2,335,0,0,0,0,0,4,9,8,3,135000,3,24960
80,3,82.0,9020,1,3,3,0,0,0,12,1,2,0,7,6,5,1964,1964,1,5,9,14,1,259.0,3,4,1,3,3,1,2,624,4,336,288,1,4,1,4,1350,0,0,1350,1,1,1,3,1,3,6,5,0,5,1,1,520,4,4,2,176,0,0,0,0,0,0,6,8,4,168500,2,10800
70,4,50.0,9000,1,3,3,0,0,0,17,0,2,0,5,5,6,1880,1991,1,0,12,13,2,0.0,3,4,0,1,0,3,5,0,5,0,636,1,4,1,0,1089,661,0,1750,0,1,0,3,1,0,8,5,0,5,5,2,240,1,3,0,0,0,293,0,0,0,2,6,8,0,124000,0,15750
120,3,34.0,4590,1,3,3,0,4,0,16,2,2,3,2,8,5,2006,2006,1,0,12,13,3,108.0,2,4,2,2,1,2,2,24,5,0,1530,1,0,1,4,1554,0,0,1554,0,2,0,2,1,2,6,5,1,2,1,1,627,4,4,2,156,73,0,0,0,0,4,8,8,4,209500,2,12432
20,3,85.0,11900,1,3,3,0,4,0,14,2,2,0,2,7,5,1977,1977,3,0,9,10,1,209.0,3,2,1,3,3,3,0,822,5,0,564,1,4,1,4,1411,0,0,1411,0,2,0,3,1,3,6,5,1,4,1,0,544,4,4,2,192,0,0,0,0,0,4,4,8,3,82500,2,11288
20,3,80.0,9250,1,3,3,0,0,0,12,2,2,0,2,5,7,1954,2005,1,0,13,14,2,0.0,3,4,1,3,3,3,1,480,3,468,108,1,4,1,4,1056,0,0,1056,0,1,0,3,1,3,6,5,0,5,1,2,260,4,4,2,390,0,0,0,0,0,4,7,8,4,139400,1,7392
90,3,64.0,6979,1,3,3,0,4,0,17,2,2,2,6,6,5,1980,1980,1,0,9,10,2,0.0,3,4,1,3,3,3,2,1056,5,0,0,1,2,1,4,1056,0,0,1056,2,0,0,0,2,3,4,5,0,5,5,2,576,4,4,2,264,56,0,0,0,0,0,6,8,4,144000,1,4224
30,4,51.0,6120,1,3,3,0,4,0,3,2,2,0,2,2,3,1936,1950,1,0,0,0,2,0.0,1,1,0,3,0,3,5,0,5,0,264,3,1,0,0,800,0,0,800,0,1,0,1,1,1,4,0,1,3,6,3,0,5,5,0,0,0,0,0,0,0,4,1,5,4,60000,4,4000
190,4,50.0,6000,1,3,3,0,4,0,17,2,2,1,0,5,4,1954,1954,1,0,13,14,2,0.0,3,4,1,3,3,3,5,0,5,0,811,1,4,1,0,811,576,0,1387,0,2,0,3,2,2,7,5,0,5,3,2,256,4,4,2,0,0,0,0,0,0,4,11,8,4,93000,2,12483
30,3,67.0,8777,1,3,3,0,4,0,7,1,2,0,2,5,7,1910,1950,1,0,8,14,2,0.0,3,4,1,1,3,3,5,0,5,0,796,1,2,1,0,796,0,0,796,0,1,0,2,1,3,4,5,0,5,6,3,0,5,5,1,328,0,164,0,0,0,2,5,8,4,85000,4,3980
120,3,53.0,3982,1,3,3,0,4,0,0,2,2,4,2,8,5,2006,2006,3,0,12,13,2,0.0,2,4,2,2,1,0,2,1154,5,0,366,1,0,1,4,1567,0,0,1567,1,2,0,1,1,0,7,5,1,2,1,0,648,4,4,2,312,0,0,0,0,0,4,10,6,5,264561,2,14103
120,3,62.0,12677,1,0,3,0,4,0,16,2,2,4,2,8,5,2003,2004,3,0,8,8,1,472.0,0,4,2,0,3,1,2,1218,5,0,300,1,0,1,4,1518,0,0,1518,0,1,1,1,1,0,6,5,1,2,1,1,588,4,4,2,185,140,0,0,0,0,4,4,8,4,274000,2,12144
60,1,68.42606284658041,7050,1,3,3,0,4,0,21,2,2,0,5,7,5,2001,2001,1,0,12,13,2,0.0,2,4,2,2,3,3,2,738,5,0,319,1,0,1,4,1057,872,0,1929,1,2,1,3,1,2,7,5,1,4,1,0,650,4,4,2,0,235,0,0,0,0,4,5,8,4,226000,0,19290
80,3,75.0,13860,1,3,3,0,4,0,12,2,2,0,7,8,7,1972,1995,1,0,9,14,2,0.0,2,4,1,2,3,1,2,1410,5,0,542,1,2,1,4,2000,704,0,2704,1,2,1,4,1,0,9,5,3,4,1,0,538,4,4,2,269,111,0,0,0,0,2,7,8,4,345000,3,32448
60,3,80.0,10793,1,3,3,0,4,0,14,6,2,0,5,5,5,1969,1969,4,0,14,6,1,263.0,3,4,1,3,3,3,4,493,1,287,0,1,0,1,4,780,840,0,1620,0,2,1,4,1,3,7,2,0,5,1,0,462,4,4,2,208,0,0,0,0,0,1,4,8,4,152000,2,16200
20,1,85.0,9187,1,3,3,0,4,0,21,2,2,0,2,9,5,2009,2009,1,0,5,5,3,162.0,0,4,2,0,3,2,2,1121,5,0,645,1,0,1,4,1766,0,0,1766,1,2,1,2,1,0,7,5,1,2,1,0,478,4,4,2,195,130,0,0,0,0,4,10,6,5,370878,0,17660
20,3,60.0,7200,1,3,3,0,4,0,12,2,2,0,2,5,5,1950,1950,3,0,8,8,2,0.0,3,4,1,4,4,4,6,0,6,0,0,1,2,1,4,1048,0,0,1048,0,1,0,3,1,3,7,2,0,5,5,2,420,4,4,2,0,27,0,0,0,0,4,7,8,4,98300,1,8384
20,3,85.0,10452,1,0,3,0,4,0,7,2,2,0,2,6,5,1953,1953,3,0,13,14,3,216.0,3,4,1,3,3,2,4,500,5,0,594,1,0,1,4,1094,0,0,1094,0,1,0,3,1,3,5,5,2,2,1,1,495,4,4,2,0,0,0,0,287,0,4,6,8,4,155000,1,6564
60,3,70.0,7700,1,3,3,0,4,0,12,4,2,0,5,6,5,1966,1966,1,0,8,8,1,351.0,3,4,1,3,3,3,5,0,5,0,756,1,4,1,4,1051,788,0,1839,0,1,1,4,1,3,7,5,1,4,1,2,442,4,4,2,0,124,216,0,0,0,4,6,8,4,155000,0,16551
180,4,21.0,1936,1,3,3,0,4,0,10,2,2,3,6,4,6,1970,1970,1,0,5,5,2,0.0,3,4,1,2,3,0,1,131,2,499,0,1,2,1,4,630,0,0,630,1,1,0,1,1,3,3,5,0,5,6,3,0,5,5,2,0,0,0,0,0,0,2,12,8,4,84500,4,2520
70,3,60.0,9084,1,3,3,0,4,0,7,0,2,0,5,4,5,1940,1950,1,0,8,8,2,0.0,3,4,1,3,3,2,5,0,5,0,755,1,4,1,4,755,755,0,1510,1,1,0,4,1,3,7,5,1,2,5,2,296,1,3,1,120,0,0,0,0,0,2,10,8,4,108000,2,12080
60,3,70.0,8750,1,3,3,0,4,0,5,2,2,0,5,7,5,1996,1996,1,0,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,880,1,0,1,4,909,807,0,1716,0,2,1,2,1,2,7,5,1,4,1,1,512,4,4,2,0,120,0,0,0,0,4,7,8,4,191000,0,17160
50,4,60.0,10320,1,3,3,0,4,0,9,2,2,0,0,6,7,1906,1995,1,0,8,8,2,0.0,3,4,1,3,3,3,5,0,5,0,756,1,0,1,4,756,713,0,1469,0,1,0,3,1,3,7,5,0,5,5,2,216,4,4,2,57,0,239,0,0,0,2,6,8,4,135000,2,11752
160,4,21.0,1680,1,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,0,6,7,1,381.0,3,4,1,3,3,3,5,0,5,0,525,1,4,1,4,525,567,0,1092,0,1,1,3,1,3,6,5,0,5,5,2,264,4,4,2,0,0,0,0,0,0,4,3,8,3,88000,1,8736
20,3,72.0,10007,1,0,3,0,4,0,12,2,2,0,2,5,7,1959,2006,1,0,6,6,1,54.0,2,4,1,3,3,3,0,806,5,0,247,1,0,1,4,1053,0,0,1053,1,1,1,3,1,2,5,5,0,5,1,1,312,4,4,2,0,0,0,0,0,0,2,8,8,4,145500,1,7371
70,3,60.0,7200,1,3,1,0,4,1,6,2,2,0,5,7,6,1931,2000,1,0,11,15,2,0.0,3,1,0,2,3,3,5,0,5,0,776,1,4,1,4,851,651,0,1502,0,1,1,3,1,3,6,5,1,2,1,1,270,4,4,1,0,0,112,0,0,0,2,2,8,4,149000,2,12016
50,3,78.0,17503,1,3,3,0,4,0,12,0,2,0,0,6,5,1948,1950,1,0,12,13,2,0.0,3,4,1,3,3,3,5,0,5,0,912,1,4,1,4,912,546,0,1458,0,1,0,3,1,3,6,5,1,2,1,2,330,4,4,2,192,0,0,0,0,0,4,1,8,0,97500,2,10206
20,3,75.0,9937,1,3,3,0,0,0,7,2,2,0,2,5,7,1964,1999,3,0,8,8,2,0.0,3,2,2,3,3,3,1,637,5,0,849,1,0,1,4,1486,0,0,1486,1,1,0,3,1,3,7,5,0,5,5,0,480,4,4,2,0,0,0,0,0,0,2,3,8,4,167000,2,11888
60,3,68.42606284658041,12384,1,3,3,0,1,0,14,2,2,0,5,7,7,1976,1976,1,0,9,10,1,233.0,3,4,1,2,3,3,5,0,5,0,793,1,4,1,4,1142,793,0,1935,0,2,1,3,1,3,7,5,1,4,1,1,550,4,4,2,0,113,252,0,0,0,4,11,8,4,197900,0,19350
20,3,120.0,13560,1,3,3,0,0,0,12,2,2,0,2,6,3,1968,1968,3,0,13,14,1,216.0,3,4,1,1,0,3,5,0,5,0,1392,1,2,1,4,1392,0,0,1392,1,1,0,2,1,3,5,1,2,4,1,1,576,4,4,2,0,0,240,0,0,0,4,7,8,4,110000,2,8352
85,3,90.0,10012,1,3,3,0,4,0,7,2,2,0,6,4,5,1972,1972,1,0,9,10,2,0.0,3,4,1,2,3,0,1,920,4,180,38,1,4,1,4,1181,0,0,1181,1,2,0,3,1,3,6,5,0,5,5,1,588,4,4,2,0,0,180,0,0,0,2,4,8,4,137500,1,9448
60,3,106.0,11194,1,0,3,0,0,0,8,2,2,0,5,8,5,2000,2000,1,0,12,13,1,40.0,2,4,2,2,3,3,5,0,5,0,1406,1,0,1,4,1454,482,0,1936,0,2,1,3,1,2,7,5,1,4,1,1,504,4,4,2,188,124,0,0,0,0,4,11,8,4,230500,0,19360
